logical_group_id,partition,test_domain,class_index,class_name,support,precision,recall,f1
cross_session__prefix_stats__xgboost,s1_to_s2,outer,6,Email,172,0.548717948717949,0.622093023255814,0.583106267029973
cross_session__prefix_stats__xgboost,s1_to_s2,outer,7,Network,38836,0.9914063706067,0.992172211350294,0.991789143136599
cross_session__prefix_stats__xgboost,s1_to_s2,outer,8,SocialNetwork,1477,0.918881118881119,0.889641164522681,0.904024767801858
cross_session__prefix_stats__xgboost,s1_to_s2,outer,9,SoftwareUpdate,377,0.71,0.376657824933687,0.492201039861352
cross_session__prefix_stats__xgboost,s1_to_s2,outer,10,System,462,0,0,0
cross_session__prefix_stats__xgboost,s1_to_s2,outer,11,Unspecified,3314,0.958082026537998,0.958660229330115,0.958371040723982
cross_session__prefix_stats__xgboost,s1_to_s2,outer,12,VoIP,763,0.484162895927602,0.841415465268676,0.614648157012925
cross_session__prefix_stats__xgboost,s1_to_s2,outer,13,Web,49102,0.937166603400396,0.955317502342063,0.94615500983309
cross_session__prefix_stats__xgboost,s2_to_s1,inner,0,Chat,1891,0.568191015783084,0.74246430460074,0.643741403026135
cross_session__prefix_stats__xgboost,s2_to_s1,inner,1,Cloud,3205,0.892091152815013,0.830577223088924,0.860235902407497
cross_session__prefix_stats__xgboost,s2_to_s1,inner,2,Collaborative,3074,0.613832853025937,0.623617436564736,0.618686461190899
cross_session__prefix_stats__xgboost,s2_to_s1,inner,3,ConnCheck,189,0.826666666666667,0.656084656084656,0.731563421828909
cross_session__prefix_stats__xgboost,s2_to_s1,inner,4,Database,127,0.984126984126984,0.976377952755906,0.980237154150198
cross_session__prefix_stats__xgboost,s2_to_s1,inner,5,Download,283,0.641196013289037,0.681978798586572,0.660958904109589
cross_session__prefix_stats__xgboost,s2_to_s1,inner,6,Email,219,0.952127659574468,0.817351598173516,0.87960687960688
cross_session__prefix_stats__xgboost,s2_to_s1,inner,7,Network,45611,0.99815704600803,0.997456753853237,0.997806777058888
cross_session__prefix_stats__xgboost,s2_to_s1,inner,8,SocialNetwork,2406,0.910235580828595,0.93142144638404,0.920706655710764
cross_session__prefix_stats__xgboost,s2_to_s1,inner,9,SoftwareUpdate,360,0.776785714285714,0.725,0.75
cross_session__prefix_stats__xgboost,s2_to_s1,inner,10,System,768,0.994818652849741,1,0.997402597402597
cross_session__prefix_stats__xgboost,s2_to_s1,inner,11,Unspecified,2366,0.973168654173765,0.965765004226543,0.969452694102673
cross_session__prefix_stats__xgboost,s2_to_s1,inner,12,VoIP,806,0.915646258503401,0.834987593052109,0.873458792991564
cross_session__prefix_stats__xgboost,s2_to_s1,inner,13,Web,61588,0.963240810202551,0.959017990517633,0.961124762013246
cross_session__prefix_stats__xgboost,s2_to_s1,outer,0,Chat,1891,0.538150581101566,0.563194077207827,0.550387596899225
cross_session__prefix_stats__xgboost,s2_to_s1,outer,1,Cloud,3205,0.881311228334589,0.729797191887676,0.798429766171702
cross_session__prefix_stats__xgboost,s2_to_s1,outer,2,Collaborative,3074,0.532839665164198,0.538386467143787,0.535598705501618
cross_session__prefix_stats__xgboost,s2_to_s1,outer,3,ConnCheck,189,0.756521739130435,0.46031746031746,0.572368421052632
cross_session__prefix_stats__xgboost,s2_to_s1,outer,4,Database,127,0.873239436619718,0.976377952755906,0.921933085501859
cross_session__prefix_stats__xgboost,s2_to_s1,outer,5,Download,283,0.38498789346247,0.561837455830389,0.456896551724138
cross_session__prefix_stats__xgboost,s2_to_s1,outer,6,Email,219,0.882882882882883,0.447488584474886,0.593939393939394
cross_session__prefix_stats__xgboost,s2_to_s1,outer,7,Network,45611,0.989181070138012,0.996272828922848,0.992714284153841
cross_session__prefix_stats__xgboost,s2_to_s1,outer,8,SocialNetwork,2406,0.898931799506984,0.909393183707398,0.904132231404959
cross_session__prefix_stats__xgboost,s2_to_s1,outer,9,SoftwareUpdate,360,0.699604743083004,0.491666666666667,0.577487765089723
cross_session__prefix_stats__xgboost,s2_to_s1,outer,10,System,768,0.8,0.00520833333333333,0.0103492884864166
cross_session__prefix_stats__xgboost,s2_to_s1,outer,11,Unspecified,2366,0.944329040299128,0.960693153000845,0.952440812905929
cross_session__prefix_stats__xgboost,s2_to_s1,outer,12,VoIP,806,0.706593406593407,0.797766749379653,0.749417249417249
cross_session__prefix_stats__xgboost,s2_to_s1,outer,13,Web,61588,0.94736167622465,0.9602519971423,0.953763284790427
cross_session__sequential_splt__cnn1d,s1_to_s2,inner,0,Chat,2094,0.749272349272349,0.860553963705826,0.80106690375639
cross_session__sequential_splt__cnn1d,s1_to_s2,inner,1,Cloud,2573,0.899891186071817,0.964244073066459,0.930956848030019
cross_session__sequential_splt__cnn1d,s1_to_s2,inner,2,Collaborative,3558,0.577814965335883,0.679314221472737,0.624467123110709
cross_session__sequential_splt__cnn1d,s1_to_s2,inner,3,ConnCheck,92,0.640287769784173,0.967391304347826,0.770562770562771
cross_session__sequential_splt__cnn1d,s1_to_s2,inner,4,Database,200,0.945812807881773,0.96,0.952853598014888
cross_session__sequential_splt__cnn1d,s1_to_s2,inner,5,Download,368,0.686230248306998,0.826086956521739,0.749691738594328
cross_session__sequential_splt__cnn1d,s1_to_s2,inner,6,Email,172,0.578059071729958,0.796511627906977,0.669926650366748
cross_session__sequential_splt__cnn1d,s1_to_s2,inner,7,Network,38836,0.999505555989278,0.988979297558966,0.994214565833581
cross_session__sequential_splt__cnn1d,s1_to_s2,inner,8,SocialNetwork,1477,0.965400271370421,0.963439404197698,0.964418841070823
cross_session__sequential_splt__cnn1d,s1_to_s2,inner,9,SoftwareUpdate,377,0.729559748427673,0.923076923076923,0.814988290398126
cross_session__sequential_splt__cnn1d,s1_to_s2,inner,10,System,462,0.785837651122625,0.984848484848485,0.874159462055716
cross_session__sequential_splt__cnn1d,s1_to_s2,inner,11,Unspecified,3314,0.961584276354973,0.974351237175619,0.967925659472422
cross_session__sequential_splt__cnn1d,s1_to_s2,inner,12,VoIP,763,0.38874137015401,0.959370904325033,0.55328798185941
cross_session__sequential_splt__cnn1d,s1_to_s2,inner,13,Web,49102,0.988509920338295,0.942629628121054,0.965024758926245
cross_session__sequential_splt__cnn1d,s1_to_s2,outer,0,Chat,2094,0.763258379295715,0.859121298949379,0.808357672433161
cross_session__sequential_splt__cnn1d,s1_to_s2,outer,1,Cloud,2573,0.864948453608247,0.978235522736106,0.918110523436075
cross_session__sequential_splt__cnn1d,s1_to_s2,outer,2,Collaborative,3558,0.64070351758794,0.645025295109612,0.642857142857143
cross_session__sequential_splt__cnn1d,s1_to_s2,outer,3,ConnCheck,92,0.442786069651741,0.967391304347826,0.607508532423208
cross_session__sequential_splt__cnn1d,s1_to_s2,outer,4,Database,200,0.955223880597015,0.96,0.957605985037406
cross_session__sequential_splt__cnn1d,s1_to_s2,outer,5,Download,368,0.717444717444717,0.793478260869565,0.753548387096774
cross_session__sequential_splt__cnn1d,s1_to_s2,outer,6,Email,172,0.583690987124464,0.790697674418605,0.671604938271605
cross_session__sequential_splt__cnn1d,s1_to_s2,outer,7,Network,38836,0.999451109542853,0.984601915748275,0.991970944938063
cross_session__sequential_splt__cnn1d,s1_to_s2,outer,8,SocialNetwork,1477,0.973883161512027,0.95937711577522,0.966575716234652
cross_session__sequential_splt__cnn1d,s1_to_s2,outer,9,SoftwareUpdate,377,0.737668161434978,0.872679045092838,0.79951397326853
cross_session__sequential_splt__cnn1d,s1_to_s2,outer,10,System,462,0.646306818181818,0.984848484848485,0.780445969125214
cross_session__sequential_splt__cnn1d,s1_to_s2,outer,11,Unspecified,3314,0.953900709219858,0.974049487024743,0.963869811884145
cross_session__sequential_splt__cnn1d,s1_to_s2,outer,12,VoIP,763,0.368211260587942,0.968545216251638,0.533574007220217
cross_session__sequential_splt__cnn1d,s1_to_s2,outer,13,Web,49102,0.986600905973498,0.949228137346748,0.967553765673005
cross_session__sequential_splt__cnn1d,s2_to_s1,inner,0,Chat,1891,0.610201042442293,0.866737176097303,0.716189643871532
cross_session__sequential_splt__cnn1d,s2_to_s1,inner,1,Cloud,3205,0.825732899022801,0.949141965678627,0.883147046015387
cross_session__sequential_splt__cnn1d,s2_to_s1,inner,2,Collaborative,3074,0.524119682475066,0.837670787247885,0.644797796419181
cross_session__sequential_splt__cnn1d,s2_to_s1,inner,3,ConnCheck,189,0.718181818181818,0.835978835978836,0.772616136919315
cross_session__sequential_splt__cnn1d,s2_to_s1,inner,4,Database,127,0.975609756097561,0.94488188976378,0.96
cross_session__sequential_splt__cnn1d,s2_to_s1,inner,5,Download,283,0.557575757575758,0.65017667844523,0.600326264274062
cross_session__sequential_splt__cnn1d,s2_to_s1,inner,6,Email,219,0.757575757575758,0.91324200913242,0.82815734989648
cross_session__sequential_splt__cnn1d,s2_to_s1,inner,7,Network,45611,0.998457266275841,0.993269167525378,0.99585645985602
cross_session__sequential_splt__cnn1d,s2_to_s1,inner,8,SocialNetwork,2406,0.917302288237656,0.949709060681629,0.933224423116194
cross_session__sequential_splt__cnn1d,s2_to_s1,inner,9,SoftwareUpdate,360,0.640625,0.911111111111111,0.752293577981651
cross_session__sequential_splt__cnn1d,s2_to_s1,inner,10,System,768,0.910714285714286,0.99609375,0.951492537313433
cross_session__sequential_splt__cnn1d,s2_to_s1,inner,11,Unspecified,2366,0.950663349917081,0.969146238377008,0.959815822519883
cross_session__sequential_splt__cnn1d,s2_to_s1,inner,12,VoIP,806,0.551803530314658,0.892059553349876,0.681839734471313
cross_session__sequential_splt__cnn1d,s2_to_s1,inner,13,Web,61588,0.987980810862299,0.926268104176138,0.956129691860319
cross_session__sequential_splt__cnn1d,s2_to_s1,outer,0,Chat,1891,0.589961117002474,0.882601797990481,0.707203389830508
cross_session__sequential_splt__cnn1d,s2_to_s1,outer,1,Cloud,3205,0.798279906176701,0.955694227769111,0.869923317239421
cross_session__sequential_splt__cnn1d,s2_to_s1,outer,2,Collaborative,3074,0.569611470860314,0.801236174365647,0.665855636658556
cross_session__sequential_splt__cnn1d,s2_to_s1,outer,3,ConnCheck,189,0.625498007968127,0.830687830687831,0.713636363636364
cross_session__sequential_splt__cnn1d,s2_to_s1,outer,4,Database,127,0.32258064516129,0.94488188976378,0.480961923847695
cross_session__sequential_splt__cnn1d,s2_to_s1,outer,5,Download,283,0.554858934169279,0.625441696113074,0.588039867109635
cross_session__sequential_splt__cnn1d,s2_to_s1,outer,6,Email,219,0.769230769230769,0.91324200913242,0.835073068893528
cross_session__sequential_splt__cnn1d,s2_to_s1,outer,7,Network,45611,0.998473822742253,0.989717392734209,0.994076325119464
cross_session__sequential_splt__cnn1d,s2_to_s1,outer,8,SocialNetwork,2406,0.921711057304278,0.949293433083957,0.935298935298935
cross_session__sequential_splt__cnn1d,s2_to_s1,outer,9,SoftwareUpdate,360,0.667355371900826,0.897222222222222,0.765402843601896
cross_session__sequential_splt__cnn1d,s2_to_s1,outer,10,System,768,0.909631391200951,0.99609375,0.950901180857676
cross_session__sequential_splt__cnn1d,s2_to_s1,outer,11,Unspecified,2366,0.95192706174886,0.97083685545224,0.961288972588408
cross_session__sequential_splt__cnn1d,s2_to_s1,outer,12,VoIP,806,0.460702875399361,0.89454094292804,0.608182201602699
cross_session__sequential_splt__cnn1d,s2_to_s1,outer,13,Web,61588,0.987332998319153,0.925147756056375,0.95522938548329
cross_session__sequential_splt__lstm,s1_to_s2,inner,0,Chat,2094,0.712534598655595,0.860553963705826,0.779580359074194
cross_session__sequential_splt__lstm,s1_to_s2,inner,1,Cloud,2573,0.881028938906752,0.958414302370773,0.918093819806404
cross_session__sequential_splt__lstm,s1_to_s2,inner,2,Collaborative,3558,0.551047120418848,0.709949409780776,0.620486366985999
cross_session__sequential_splt__lstm,s1_to_s2,inner,3,ConnCheck,92,0.463541666666667,0.967391304347826,0.626760563380282
cross_session__sequential_splt__lstm,s1_to_s2,inner,4,Database,200,0.945812807881773,0.96,0.952853598014888
cross_session__sequential_splt__lstm,s1_to_s2,inner,5,Download,368,0.654661016949153,0.839673913043478,0.735714285714286
cross_session__sequential_splt__lstm,s1_to_s2,inner,6,Email,172,0.597014925373134,0.697674418604651,0.64343163538874
cross_session__sequential_splt__lstm,s1_to_s2,inner,7,Network,38836,0.999272027662949,0.989674528787723,0.994450122252552
cross_session__sequential_splt__lstm,s1_to_s2,inner,8,SocialNetwork,1477,0.957718120805369,0.96614759647935,0.961914391641389
cross_session__sequential_splt__lstm,s1_to_s2,inner,9,SoftwareUpdate,377,0.784869976359338,0.880636604774536,0.83
cross_session__sequential_splt__lstm,s1_to_s2,inner,10,System,462,0.908730158730159,0.991341991341991,0.94824016563147
cross_session__sequential_splt__lstm,s1_to_s2,inner,11,Unspecified,3314,0.955082742316785,0.975256487628244,0.96506419826814
cross_session__sequential_splt__lstm,s1_to_s2,inner,12,VoIP,763,0.397808219178082,0.951507208387942,0.561051004636785
cross_session__sequential_splt__lstm,s1_to_s2,inner,13,Web,49102,0.986700921867916,0.930776750437864,0.957923308286436
cross_session__sequential_splt__lstm,s1_to_s2,outer,0,Chat,2094,0.662691017517704,0.84909264565425,0.744400251203684
cross_session__sequential_splt__lstm,s1_to_s2,outer,1,Cloud,2573,0.902349486049927,0.955305091333074,0.928072493864452
cross_session__sequential_splt__lstm,s1_to_s2,outer,2,Collaborative,3558,0.638128157404945,0.674536256323777,0.655827298811313
cross_session__sequential_splt__lstm,s1_to_s2,outer,3,ConnCheck,92,0.183673469387755,0.978260869565217,0.309278350515464
cross_session__sequential_splt__lstm,s1_to_s2,outer,4,Database,200,0.91866028708134,0.96,0.938875305623472
cross_session__sequential_splt__lstm,s1_to_s2,outer,5,Download,368,0.534722222222222,0.209239130434783,0.30078125
cross_session__sequential_splt__lstm,s1_to_s2,outer,6,Email,172,0.280660377358491,0.691860465116279,0.399328859060403
cross_session__sequential_splt__lstm,s1_to_s2,outer,7,Network,38836,0.999190410279178,0.985168400453188,0.992129863731248
cross_session__sequential_splt__lstm,s1_to_s2,outer,8,SocialNetwork,1477,0.917670682730924,0.928232904536222,0.922921575227196
cross_session__sequential_splt__lstm,s1_to_s2,outer,9,SoftwareUpdate,377,0.876221498371335,0.713527851458886,0.786549707602339
cross_session__sequential_splt__lstm,s1_to_s2,outer,10,System,462,0.864150943396226,0.991341991341991,0.923387096774194
cross_session__sequential_splt__lstm,s1_to_s2,outer,11,Unspecified,3314,0.964951768488746,0.905552202776101,0.934308841843088
cross_session__sequential_splt__lstm,s1_to_s2,outer,12,VoIP,763,0.367850098619329,0.977719528178244,0.534575420996059
cross_session__sequential_splt__lstm,s1_to_s2,outer,13,Web,49102,0.982433835526455,0.944238523889047,0.962957578275092
cross_session__sequential_splt__lstm,s2_to_s1,inner,0,Chat,1891,0.583399840383081,0.773135906927552,0.664998862861042
cross_session__sequential_splt__lstm,s2_to_s1,inner,1,Cloud,3205,0.792343995804929,0.942901716068643,0.861091323550363
cross_session__sequential_splt__lstm,s2_to_s1,inner,2,Collaborative,3074,0.46949965729952,0.891346779440468,0.615039281705948
cross_session__sequential_splt__lstm,s2_to_s1,inner,3,ConnCheck,189,0.867052023121387,0.793650793650794,0.828729281767956
cross_session__sequential_splt__lstm,s2_to_s1,inner,4,Database,127,0.884057971014493,0.960629921259842,0.920754716981132
cross_session__sequential_splt__lstm,s2_to_s1,inner,5,Download,283,0.470862470862471,0.713780918727915,0.567415730337079
cross_session__sequential_splt__lstm,s2_to_s1,inner,6,Email,219,0.779467680608365,0.936073059360731,0.850622406639004
cross_session__sequential_splt__lstm,s2_to_s1,inner,7,Network,45611,0.998717495135326,0.99024358159216,0.994462486926845
cross_session__sequential_splt__lstm,s2_to_s1,inner,8,SocialNetwork,2406,0.848163265306122,0.863674147963425,0.855848434925865
cross_session__sequential_splt__lstm,s2_to_s1,inner,9,SoftwareUpdate,360,0.641188959660297,0.838888888888889,0.726835138387485
cross_session__sequential_splt__lstm,s2_to_s1,inner,10,System,768,0.928657799274486,1,0.963009404388715
cross_session__sequential_splt__lstm,s2_to_s1,inner,11,Unspecified,2366,0.934533551554828,0.965342349957735,0.94968814968815
cross_session__sequential_splt__lstm,s2_to_s1,inner,12,VoIP,806,0.517794836008374,0.920595533498759,0.662795891022778
cross_session__sequential_splt__lstm,s2_to_s1,inner,13,Web,61588,0.989223872725675,0.913684483990388,0.949954842031518
cross_session__sequential_splt__lstm,s2_to_s1,outer,0,Chat,1891,0.525659824046921,0.758328926493919,0.620913617666161
cross_session__sequential_splt__lstm,s2_to_s1,outer,1,Cloud,3205,0.854193548387097,0.826209048361934,0.839968279143537
cross_session__sequential_splt__lstm,s2_to_s1,outer,2,Collaborative,3074,0.502495201535509,0.851659076122316,0.632061805890874
cross_session__sequential_splt__lstm,s2_to_s1,outer,3,ConnCheck,189,0.257194244604317,0.756613756613757,0.383892617449664
cross_session__sequential_splt__lstm,s2_to_s1,outer,4,Database,127,0.865248226950355,0.960629921259842,0.91044776119403
cross_session__sequential_splt__lstm,s2_to_s1,outer,5,Download,283,0.353846153846154,0.243816254416961,0.288702928870293
cross_session__sequential_splt__lstm,s2_to_s1,outer,6,Email,219,0.806324110671937,0.931506849315068,0.864406779661017
cross_session__sequential_splt__lstm,s2_to_s1,outer,7,Network,45611,0.997843965325628,0.984258183332968,0.991004514298959
cross_session__sequential_splt__lstm,s2_to_s1,outer,8,SocialNetwork,2406,0.837995824634655,0.834164588528678,0.836075817538013
cross_session__sequential_splt__lstm,s2_to_s1,outer,9,SoftwareUpdate,360,0.770034843205575,0.613888888888889,0.683153013910355
cross_session__sequential_splt__lstm,s2_to_s1,outer,10,System,768,0.925301204819277,1,0.961201501877347
cross_session__sequential_splt__lstm,s2_to_s1,outer,11,Unspecified,2366,0.94009027492819,0.968300929839391,0.953987091401208
cross_session__sequential_splt__lstm,s2_to_s1,outer,12,VoIP,806,0.42906976744186,0.915632754342432,0.584323040380047
cross_session__sequential_splt__lstm,s2_to_s1,outer,13,Web,61588,0.982429243251624,0.926008313307787,0.953384765837227
cross_session__sequential_splt__transformer,s1_to_s2,inner,0,Chat,2094,0.521614657887203,0.870105062082139,0.652228387327725
cross_session__sequential_splt__transformer,s1_to_s2,inner,1,Cloud,2573,0.881081081081081,0.950252623396813,0.914360508601346
cross_session__sequential_splt__transformer,s1_to_s2,inner,2,Collaborative,3558,0.427056610227467,0.701798763350197,0.530994152046784
cross_session__sequential_splt__transformer,s1_to_s2,inner,3,ConnCheck,92,0.580645161290323,0.978260869565217,0.728744939271255
cross_session__sequential_splt__transformer,s1_to_s2,inner,4,Database,200,0.955223880597015,0.96,0.957605985037406
cross_session__sequential_splt__transformer,s1_to_s2,inner,5,Download,368,0.547619047619048,0.8125,0.654266958424508
cross_session__sequential_splt__transformer,s1_to_s2,inner,6,Email,172,0.626315789473684,0.691860465116279,0.657458563535912
cross_session__sequential_splt__transformer,s1_to_s2,inner,7,Network,38836,0.999216423758032,0.985065403234113,0.992090454085734
cross_session__sequential_splt__transformer,s1_to_s2,inner,8,SocialNetwork,1477,0.828206616366802,0.96614759647935,0.891875
cross_session__sequential_splt__transformer,s1_to_s2,inner,9,SoftwareUpdate,377,0.633603238866397,0.830238726790451,0.718714121699196
cross_session__sequential_splt__transformer,s1_to_s2,inner,10,System,462,0.807017543859649,0.995670995670996,0.891472868217054
cross_session__sequential_splt__transformer,s1_to_s2,inner,11,Unspecified,3314,0.94841735052755,0.976463488231744,0.96223609872138
cross_session__sequential_splt__transformer,s1_to_s2,inner,12,VoIP,763,0.351551644279759,0.99475753604194,0.519507186858316
cross_session__sequential_splt__transformer,s1_to_s2,inner,13,Web,49102,0.989985529549579,0.877785018940165,0.930515225768845
cross_session__sequential_splt__transformer,s1_to_s2,outer,0,Chat,2094,0.666666666666667,0.804202483285578,0.729004329004329
cross_session__sequential_splt__transformer,s1_to_s2,outer,1,Cloud,2573,0.814765100671141,0.943645549941702,0.874482261840447
cross_session__sequential_splt__transformer,s1_to_s2,outer,2,Collaborative,3558,0.59214501510574,0.605958403597527,0.59897207945548
cross_session__sequential_splt__transformer,s1_to_s2,outer,3,ConnCheck,92,0.360323886639676,0.967391304347826,0.525073746312684
cross_session__sequential_splt__transformer,s1_to_s2,outer,4,Database,200,0.941176470588235,0.96,0.95049504950495
cross_session__sequential_splt__transformer,s1_to_s2,outer,5,Download,368,0.57286432160804,0.619565217391304,0.595300261096606
cross_session__sequential_splt__transformer,s1_to_s2,outer,6,Email,172,0.281323877068558,0.691860465116279,0.4
cross_session__sequential_splt__transformer,s1_to_s2,outer,7,Network,38836,0.998240453805347,0.978756823565764,0.988402631510518
cross_session__sequential_splt__transformer,s1_to_s2,outer,8,SocialNetwork,1477,0.795632698768197,0.962085308056872,0.87097762794974
cross_session__sequential_splt__transformer,s1_to_s2,outer,9,SoftwareUpdate,377,0.814102564102564,0.673740053050398,0.737300435413643
cross_session__sequential_splt__transformer,s1_to_s2,outer,10,System,462,0.773109243697479,0.995670995670996,0.87038789025544
cross_session__sequential_splt__transformer,s1_to_s2,outer,11,Unspecified,3314,0.906050471267863,0.899215449607725,0.902620021202484
cross_session__sequential_splt__transformer,s1_to_s2,outer,12,VoIP,763,0.278123854891902,0.99475753604194,0.434707903780069
cross_session__sequential_splt__transformer,s1_to_s2,outer,13,Web,49102,0.981810307492421,0.923383976212782,0.951701265716505
cross_session__sequential_splt__transformer,s2_to_s1,inner,0,Chat,1891,0.452492211838006,0.921734531993654,0.606999825874978
cross_session__sequential_splt__transformer,s2_to_s1,inner,1,Cloud,3205,0.799770180982476,0.868642745709828,0.832784923721208
cross_session__sequential_splt__transformer,s2_to_s1,inner,2,Collaborative,3074,0.323734385272847,0.800910865322056,0.461091862533945
cross_session__sequential_splt__transformer,s2_to_s1,inner,3,ConnCheck,189,0.311158798283262,0.767195767195767,0.442748091603053
cross_session__sequential_splt__transformer,s2_to_s1,inner,4,Database,127,0.251546391752577,0.960629921259842,0.398692810457516
cross_session__sequential_splt__transformer,s2_to_s1,inner,5,Download,283,0.241584158415842,0.431095406360424,0.309644670050761
cross_session__sequential_splt__transformer,s2_to_s1,inner,6,Email,219,0.808764940239044,0.926940639269406,0.863829787234043
cross_session__sequential_splt__transformer,s2_to_s1,inner,7,Network,45611,0.999145837079662,0.974545613996624,0.986692416120046
cross_session__sequential_splt__transformer,s2_to_s1,inner,8,SocialNetwork,2406,0.89021164021164,0.839152119700748,0.86392811296534
cross_session__sequential_splt__transformer,s2_to_s1,inner,9,SoftwareUpdate,360,0.412935323383085,0.922222222222222,0.570446735395189
cross_session__sequential_splt__transformer,s2_to_s1,inner,10,System,768,0.729626078619367,0.990885416666667,0.840419657647708
cross_session__sequential_splt__transformer,s2_to_s1,inner,11,Unspecified,2366,0.896894904458599,0.952240067624683,0.923739237392374
cross_session__sequential_splt__transformer,s2_to_s1,inner,12,VoIP,806,0.378336755646817,0.91439205955335,0.53522149600581
cross_session__sequential_splt__transformer,s2_to_s1,inner,13,Web,61588,0.98076525336091,0.84695070468273,0.908959424254833
cross_session__sequential_splt__transformer,s2_to_s1,outer,0,Chat,1891,0.554859967051071,0.89053410893707,0.68371904181892
cross_session__sequential_splt__transformer,s2_to_s1,outer,1,Cloud,3205,0.769436997319035,0.805928237129485,0.787259981712892
cross_session__sequential_splt__transformer,s2_to_s1,outer,2,Collaborative,3074,0.574115396875996,0.585881587508133,0.579938818225729
cross_session__sequential_splt__transformer,s2_to_s1,outer,3,ConnCheck,189,0.236541598694943,0.767195767195767,0.361596009975062
cross_session__sequential_splt__transformer,s2_to_s1,outer,4,Database,127,0.252066115702479,0.960629921259842,0.399345335515548
cross_session__sequential_splt__transformer,s2_to_s1,outer,5,Download,283,0.271428571428571,0.201413427561837,0.231237322515213
cross_session__sequential_splt__transformer,s2_to_s1,outer,6,Email,219,0.805555555555556,0.926940639269406,0.861995753715499
cross_session__sequential_splt__transformer,s2_to_s1,outer,7,Network,45611,0.998569904433296,0.964460327552564,0.981218772305496
cross_session__sequential_splt__transformer,s2_to_s1,outer,8,SocialNetwork,2406,0.818447412353923,0.815045719035744,0.816743023740108
cross_session__sequential_splt__transformer,s2_to_s1,outer,9,SoftwareUpdate,360,0.543715846994536,0.552777777777778,0.548209366391185
cross_session__sequential_splt__transformer,s2_to_s1,outer,10,System,768,0.713883677298311,0.990885416666667,0.829880043620502
cross_session__sequential_splt__transformer,s2_to_s1,outer,11,Unspecified,2366,0.865848984285167,0.954775993237532,0.908140703517588
cross_session__sequential_splt__transformer,s2_to_s1,outer,12,VoIP,806,0.257554462403373,0.909429280397022,0.401423877327492
cross_session__sequential_splt__transformer,s2_to_s1,outer,13,Web,61588,0.963946706801895,0.91512957069559,0.93890402059022
dann__sequential_splt__dann_cnn1d,combined,inner,0,Chat,3985,0.812023708721422,0.962609786700125,0.880927775864049
dann__sequential_splt__dann_cnn1d,combined,inner,1,Cloud,5778,0.905239687848383,0.983731394946348,0.942854773160819
dann__sequential_splt__dann_cnn1d,combined,inner,2,Collaborative,6632,0.61841712294674,0.936670687575392,0.744978113569587
dann__sequential_splt__dann_cnn1d,combined,inner,3,ConnCheck,281,0.918088737201365,0.95729537366548,0.937282229965157
dann__sequential_splt__dann_cnn1d,combined,inner,4,Database,327,0.860655737704918,0.963302752293578,0.909090909090909
dann__sequential_splt__dann_cnn1d,combined,inner,5,Download,651,0.654320987654321,0.895545314900154,0.756160830090791
dann__sequential_splt__dann_cnn1d,combined,inner,6,Email,391,0.790890269151139,0.976982097186701,0.874141876430206
dann__sequential_splt__dann_cnn1d,combined,inner,7,Network,84447,0.999440349602886,0.993925183843121,0.996675137150593
dann__sequential_splt__dann_cnn1d,combined,inner,8,SocialNetwork,3883,0.981296438636946,0.986350759721865,0.983817107629078
dann__sequential_splt__dann_cnn1d,combined,inner,9,SoftwareUpdate,737,0.825775656324582,0.938941655359566,0.878730158730159
dann__sequential_splt__dann_cnn1d,combined,inner,10,System,1230,0.925813777441332,0.994308943089431,0.958839670717366
dann__sequential_splt__dann_cnn1d,combined,inner,11,Unspecified,5680,0.97837932852874,0.979929577464789,0.979153839387809
dann__sequential_splt__dann_cnn1d,combined,inner,12,VoIP,1569,0.810492505353319,0.964945825366475,0.881000872854233
dann__sequential_splt__dann_cnn1d,combined,inner,13,Web,110690,0.994195075757576,0.94847773059897,0.970798465023811
dann__sequential_splt__dann_cnn1d,combined,outer,0,Chat,3985,0.817949264549137,0.962860727728984,0.884508990318119
dann__sequential_splt__dann_cnn1d,combined,outer,1,Cloud,5778,0.903497615262321,0.98355832467982,0.941829632084852
dann__sequential_splt__dann_cnn1d,combined,outer,2,Collaborative,6632,0.623691626409018,0.93440892641737,0.748068565910188
dann__sequential_splt__dann_cnn1d,combined,outer,3,ConnCheck,281,0.882352941176471,0.96085409252669,0.919931856899489
dann__sequential_splt__dann_cnn1d,combined,outer,4,Database,327,0.918367346938776,0.963302752293578,0.940298507462687
dann__sequential_splt__dann_cnn1d,combined,outer,5,Download,651,0.661680092059839,0.883256528417819,0.756578947368421
dann__sequential_splt__dann_cnn1d,combined,outer,6,Email,391,0.79874213836478,0.974424552429668,0.877880184331797
dann__sequential_splt__dann_cnn1d,combined,outer,7,Network,84447,0.999486370911871,0.990858171397445,0.995153569410995
dann__sequential_splt__dann_cnn1d,combined,outer,8,SocialNetwork,3883,0.977046671767406,0.986608292557301,0.981804202972834
dann__sequential_splt__dann_cnn1d,combined,outer,9,SoftwareUpdate,737,0.825149700598802,0.934871099050203,0.876590330788804
dann__sequential_splt__dann_cnn1d,combined,outer,10,System,1230,0.870898716119829,0.992682926829268,0.927811550151976
dann__sequential_splt__dann_cnn1d,combined,outer,11,Unspecified,5680,0.976658476658477,0.979753521126761,0.9782035507119
dann__sequential_splt__dann_cnn1d,combined,outer,12,VoIP,1569,0.719431279620853,0.967495219885277,0.825224245718945
