logical_group_id,partition,test_domain,class_index,class_name,support,precision,recall,f1
dann__sequential_splt__dann_cnn1d,combined,outer,13,Web,110690,0.994105123716705,0.949155298581624,0.971110340843443
primary__flattened_splt__random_forest__train_inner,combined,inner,0,Chat,3985,0.889437779346036,0.948808030112923,0.918164157357941
primary__flattened_splt__random_forest__train_inner,combined,inner,1,Cloud,5778,0.955940339447968,0.965039806161301,0.960468521229868
primary__flattened_splt__random_forest__train_inner,combined,inner,2,Collaborative,6632,0.664238410596027,0.907418576598311,0.767015039510579
primary__flattened_splt__random_forest__train_inner,combined,inner,3,ConnCheck,281,0.976284584980237,0.879003558718861,0.925093632958802
primary__flattened_splt__random_forest__train_inner,combined,inner,4,Database,327,0.963636363636364,0.972477064220184,0.968036529680365
primary__flattened_splt__random_forest__train_inner,combined,inner,5,Download,651,0.847826086956522,0.838709677419355,0.843243243243243
primary__flattened_splt__random_forest__train_inner,combined,inner,6,Email,391,0.946564885496183,0.951406649616368,0.948979591836735
primary__flattened_splt__random_forest__train_inner,combined,inner,7,Network,84447,0.999288846746474,0.998377680675453,0.998833055912615
primary__flattened_splt__random_forest__train_inner,combined,inner,8,SocialNetwork,3883,0.990820875950695,0.972959052279166,0.981808731808732
primary__flattened_splt__random_forest__train_inner,combined,inner,9,SoftwareUpdate,737,0.868318122555411,0.903663500678426,0.88563829787234
primary__flattened_splt__random_forest__train_inner,combined,inner,10,System,1230,0.990299110751819,0.995934959349594,0.993109039319011
primary__flattened_splt__random_forest__train_inner,combined,inner,11,Unspecified,5680,0.989977140847547,0.991197183098592,0.990586786311252
primary__flattened_splt__random_forest__train_inner,combined,inner,12,VoIP,1569,0.962145110410095,0.97195666029318,0.967025998731769
primary__flattened_splt__random_forest__train_inner,combined,inner,13,Web,110690,0.989801773121842,0.966266148703587,0.977892369301662
primary__flattened_splt__random_forest__train_inner,combined,outer,0,Chat,3985,0.713427377220481,0.685319949811794,0.699091258159478
primary__flattened_splt__random_forest__train_inner,combined,outer,1,Cloud,5778,0.985901309164149,0.677743163724472,0.803282051282051
primary__flattened_splt__random_forest__train_inner,combined,outer,2,Collaborative,6632,0.918767507002801,0.346200241254524,0.502902201292301
primary__flattened_splt__random_forest__train_inner,combined,outer,3,ConnCheck,281,0.907142857142857,0.451957295373665,0.60332541567696
primary__flattened_splt__random_forest__train_inner,combined,outer,4,Database,327,0.817480719794344,0.972477064220184,0.888268156424581
primary__flattened_splt__random_forest__train_inner,combined,outer,5,Download,651,0.833333333333333,0.0307219662058372,0.0592592592592593
primary__flattened_splt__random_forest__train_inner,combined,outer,6,Email,391,0.980861244019139,0.524296675191816,0.683333333333333
primary__flattened_splt__random_forest__train_inner,combined,outer,7,Network,84447,0.976340968396637,0.996897462313641,0.986512140245617
primary__flattened_splt__random_forest__train_inner,combined,outer,8,SocialNetwork,3883,0.994897959183674,0.150656708730363,0.261686423618877
primary__flattened_splt__random_forest__train_inner,combined,outer,9,SoftwareUpdate,737,0.71875,0.0312075983717775,0.0598179453836151
primary__flattened_splt__random_forest__train_inner,combined,outer,10,System,1230,0.434782608695652,0.00813008130081301,0.0159616919393456
primary__flattened_splt__random_forest__train_inner,combined,outer,11,Unspecified,5680,0.957634445789383,0.975,0.966239204396755
primary__flattened_splt__random_forest__train_inner,combined,outer,12,VoIP,1569,0.515021459227468,0.841300191204589,0.63891577928364
primary__flattened_splt__random_forest__train_inner,combined,outer,13,Web,110690,0.912279386030698,0.989059535640076,0.949119187155391
primary__flattened_splt__random_forest__train_outer,combined,inner,0,Chat,3985,0.772970561998216,0.869761606022585,0.818514582595348
primary__flattened_splt__random_forest__train_outer,combined,inner,1,Cloud,5778,0.883292383292383,0.7466251298027,0.809229037703995
primary__flattened_splt__random_forest__train_outer,combined,inner,2,Collaborative,6632,0.419810969710501,0.850572979493366,0.5621605461159
primary__flattened_splt__random_forest__train_outer,combined,inner,3,ConnCheck,281,0.888888888888889,0.0284697508896797,0.0551724137931034
primary__flattened_splt__random_forest__train_outer,combined,inner,4,Database,327,0.852150537634409,0.969418960244648,0.907010014306152
primary__flattened_splt__random_forest__train_outer,combined,inner,5,Download,651,0.60455764075067,0.692780337941628,0.645669291338583
primary__flattened_splt__random_forest__train_outer,combined,inner,6,Email,391,0.957219251336898,0.915601023017903,0.935947712418301
primary__flattened_splt__random_forest__train_outer,combined,inner,7,Network,84447,0.996998391995712,0.991189740310491,0.994085580931343
primary__flattened_splt__random_forest__train_outer,combined,inner,8,SocialNetwork,3883,0.971471471471472,0.166623744527427,0.284458122664322
primary__flattened_splt__random_forest__train_outer,combined,inner,9,SoftwareUpdate,737,0.735924932975871,0.744911804613297,0.740391099123399
primary__flattened_splt__random_forest__train_outer,combined,inner,10,System,1230,0.972111553784861,0.991869918699187,0.981891348088531
primary__flattened_splt__random_forest__train_outer,combined,inner,11,Unspecified,5680,0.936154553817847,0.895774647887324,0.915519568151147
primary__flattened_splt__random_forest__train_outer,combined,inner,12,VoIP,1569,0.803439803439803,0.833652007648184,0.818267125430091
primary__flattened_splt__random_forest__train_outer,combined,inner,13,Web,110690,0.972481300212393,0.951395790044268,0.961822997534021
primary__flattened_splt__random_forest__train_outer,combined,outer,0,Chat,3985,0.868037901548417,0.942534504391468,0.903753609239654
primary__flattened_splt__random_forest__train_outer,combined,outer,1,Cloud,5778,0.928940783986656,0.963828314295604,0.946063025566975
primary__flattened_splt__random_forest__train_outer,combined,outer,2,Collaborative,6632,0.680593607305936,0.89897466827503,0.77468814968815
primary__flattened_splt__random_forest__train_outer,combined,outer,3,ConnCheck,281,0.968379446640316,0.871886120996441,0.917602996254682
primary__flattened_splt__random_forest__train_outer,combined,outer,4,Database,327,0.921511627906977,0.969418960244648,0.944858420268256
primary__flattened_splt__random_forest__train_outer,combined,outer,5,Download,651,0.829528158295282,0.837173579109063,0.833333333333333
primary__flattened_splt__random_forest__train_outer,combined,outer,6,Email,391,0.960835509138381,0.941176470588235,0.950904392764858
primary__flattened_splt__random_forest__train_outer,combined,outer,7,Network,84447,0.999240860674211,0.997572441886627,0.998405954264517
primary__flattened_splt__random_forest__train_outer,combined,outer,8,SocialNetwork,3883,0.989501312335958,0.970898789595673,0.980111789938905
primary__flattened_splt__random_forest__train_outer,combined,outer,9,SoftwareUpdate,737,0.872170439414115,0.888738127544098,0.880376344086022
primary__flattened_splt__random_forest__train_outer,combined,outer,10,System,1230,0.960629921259842,0.991869918699187,0.976
primary__flattened_splt__random_forest__train_outer,combined,outer,11,Unspecified,5680,0.988906497622821,0.988732394366197,0.988819438330839
primary__flattened_splt__random_forest__train_outer,combined,outer,12,VoIP,1569,0.93300553165335,0.967495219885277,0.949937421777222
primary__flattened_splt__random_forest__train_outer,combined,outer,13,Web,110690,0.988882620076027,0.965913813352606,0.977263275276611
primary__flattened_splt__xgboost__train_inner,combined,inner,0,Chat,3985,0.942146725750862,0.960351317440401,0.951161923698273
primary__flattened_splt__xgboost__train_inner,combined,inner,1,Cloud,5778,0.974332472006891,0.978885427483558,0.97660364327031
primary__flattened_splt__xgboost__train_inner,combined,inner,2,Collaborative,6632,0.807853549468977,0.871682750301568,0.838555265448216
primary__flattened_splt__xgboost__train_inner,combined,inner,3,ConnCheck,281,0.970802919708029,0.94661921708185,0.958558558558559
primary__flattened_splt__xgboost__train_inner,combined,inner,4,Database,327,0.975308641975309,0.966360856269113,0.970814132104455
primary__flattened_splt__xgboost__train_inner,combined,inner,5,Download,651,0.914764079147641,0.923195084485407,0.918960244648318
primary__flattened_splt__xgboost__train_inner,combined,inner,6,Email,391,0.935483870967742,0.964194373401535,0.949622166246851
primary__flattened_splt__xgboost__train_inner,combined,inner,7,Network,84447,0.999502428622201,0.999064501995334,0.999283417329456
primary__flattened_splt__xgboost__train_inner,combined,inner,8,SocialNetwork,3883,0.994806543754869,0.986608292557301,0.990690457719162
primary__flattened_splt__xgboost__train_inner,combined,inner,9,SoftwareUpdate,737,0.967168262653899,0.959294436906377,0.963215258855586
primary__flattened_splt__xgboost__train_inner,combined,inner,10,System,1230,0.997560975609756,0.997560975609756,0.997560975609756
primary__flattened_splt__xgboost__train_inner,combined,inner,11,Unspecified,5680,0.991200281590989,0.991549295774648,0.991374757965147
primary__flattened_splt__xgboost__train_inner,combined,inner,12,VoIP,1569,0.972431077694236,0.989165073295092,0.980726698262243
primary__flattened_splt__xgboost__train_inner,combined,inner,13,Web,110690,0.98936421435059,0.984090703767278,0.986720413062186
primary__flattened_splt__xgboost__train_inner,combined,outer,0,Chat,3985,0.803972817564035,0.77189460476788,0.787607220586353
primary__flattened_splt__xgboost__train_inner,combined,outer,1,Cloud,5778,0.994449806949807,0.713222568362755,0.830679298528523
primary__flattened_splt__xgboost__train_inner,combined,outer,2,Collaborative,6632,0.783649698015531,0.547798552472859,0.644834930777423
primary__flattened_splt__xgboost__train_inner,combined,outer,3,ConnCheck,281,0.854430379746835,0.480427046263345,0.61503416856492
primary__flattened_splt__xgboost__train_inner,combined,outer,4,Database,327,0.890140845070423,0.966360856269113,0.926686217008798
primary__flattened_splt__xgboost__train_inner,combined,outer,5,Download,651,0.937759336099585,0.34715821812596,0.506726457399103
primary__flattened_splt__xgboost__train_inner,combined,outer,6,Email,391,0.974468085106383,0.585677749360614,0.731629392971246
primary__flattened_splt__xgboost__train_inner,combined,outer,7,Network,84447,0.980366095371342,0.995725129371085,0.987985923850144
primary__flattened_splt__xgboost__train_inner,combined,outer,8,SocialNetwork,3883,0.999179655455291,0.313674993561679,0.477459819678557
primary__flattened_splt__xgboost__train_inner,combined,outer,9,SoftwareUpdate,737,1,0.0719131614654003,0.134177215189873
primary__flattened_splt__xgboost__train_inner,combined,outer,10,System,1230,0,0,0
primary__flattened_splt__xgboost__train_inner,combined,outer,11,Unspecified,5680,0.971396936704189,0.926760563380282,0.948553923776917
primary__flattened_splt__xgboost__train_inner,combined,outer,12,VoIP,1569,0.415029622700343,0.848311026131294,0.557370184254606
primary__flattened_splt__xgboost__train_inner,combined,outer,13,Web,110690,0.934522893913757,0.987948324148523,0.960493263302124
primary__flattened_splt__xgboost__train_outer,combined,inner,0,Chat,3985,0.738911290322581,0.91969887076537,0.819452207937395
primary__flattened_splt__xgboost__train_outer,combined,inner,1,Cloud,5778,0.943201376936317,0.853582554517134,0.896156991005724
primary__flattened_splt__xgboost__train_outer,combined,inner,2,Collaborative,6632,0.657950780880265,0.83851025331725,0.737337576239724
primary__flattened_splt__xgboost__train_outer,combined,inner,3,ConnCheck,281,1,0.0569395017793594,0.107744107744108
primary__flattened_splt__xgboost__train_outer,combined,inner,4,Database,327,0.840425531914894,0.966360856269113,0.89900426742532
primary__flattened_splt__xgboost__train_outer,combined,inner,5,Download,651,0.770134228187919,0.705069124423963,0.73616680032077
primary__flattened_splt__xgboost__train_outer,combined,inner,6,Email,391,0.854651162790698,0.751918158567775,0.8
primary__flattened_splt__xgboost__train_outer,combined,inner,7,Network,84447,0.982788959865011,0.965599725271472,0.974118518430028
primary__flattened_splt__xgboost__train_outer,combined,inner,8,SocialNetwork,3883,0.998166819431714,0.280453257790368,0.437876960193004
primary__flattened_splt__xgboost__train_outer,combined,inner,9,SoftwareUpdate,737,0.892531876138434,0.664857530529172,0.762052877138414
primary__flattened_splt__xgboost__train_outer,combined,inner,10,System,1230,0,0,0
primary__flattened_splt__xgboost__train_outer,combined,inner,11,Unspecified,5680,0.942573887018331,0.887147887323944,0.91402140395429
primary__flattened_splt__xgboost__train_outer,combined,inner,12,VoIP,1569,0.30718021873514,0.823454429572976,0.447445887445887
primary__flattened_splt__xgboost__train_outer,combined,inner,13,Web,110690,0.95547963534512,0.967702592826814,0.961552272033609
primary__flattened_splt__xgboost__train_outer,combined,outer,0,Chat,3985,0.918860178700797,0.954830614805521,0.936500123061777
primary__flattened_splt__xgboost__train_outer,combined,outer,1,Cloud,5778,0.960724043715847,0.973693319487712,0.967165205432353
primary__flattened_splt__xgboost__train_outer,combined,outer,2,Collaborative,6632,0.793570451436388,0.874698431845597,0.832161813226223
primary__flattened_splt__xgboost__train_outer,combined,outer,3,ConnCheck,281,0.977611940298508,0.932384341637011,0.954462659380692
primary__flattened_splt__xgboost__train_outer,combined,outer,4,Database,327,0.929411764705882,0.966360856269113,0.947526236881559
primary__flattened_splt__xgboost__train_outer,combined,outer,5,Download,651,0.887387387387387,0.907834101382488,0.89749430523918
primary__flattened_splt__xgboost__train_outer,combined,outer,6,Email,391,0.953964194373402,0.953964194373402,0.953964194373402
primary__flattened_splt__xgboost__train_outer,combined,outer,7,Network,84447,0.9993359421321,0.997951377787251,0.998643180054154
primary__flattened_splt__xgboost__train_outer,combined,outer,8,SocialNetwork,3883,0.988603988603989,0.98300283286119,0.985795454545455
primary__flattened_splt__xgboost__train_outer,combined,outer,9,SoftwareUpdate,737,0.961432506887052,0.94708276797829,0.954203691045796
primary__flattened_splt__xgboost__train_outer,combined,outer,10,System,1230,0.961386918833727,0.991869918699187,0.976390556222489
primary__flattened_splt__xgboost__train_outer,combined,outer,11,Unspecified,5680,0.991016381891844,0.990492957746479,0.990754600686801
primary__flattened_splt__xgboost__train_outer,combined,outer,12,VoIP,1569,0.940817571690055,0.982791586998088,0.961346633416459
primary__flattened_splt__xgboost__train_outer,combined,outer,13,Web,110690,0.989126376278379,0.981235884000361,0.985165331047588
primary__matched_flow_stats__random_forest__train_inner,combined,inner,0,Chat,3985,0.729779039124265,0.903387703889586,0.807355909396726
primary__matched_flow_stats__random_forest__train_inner,combined,inner,1,Cloud,5778,0.913095036422158,0.932848736587054,0.922866192962931
primary__matched_flow_stats__random_forest__train_inner,combined,inner,2,Collaborative,6632,0.669959254228917,0.818154402895054,0.736677754395493
primary__matched_flow_stats__random_forest__train_inner,combined,inner,3,ConnCheck,281,0.914179104477612,0.871886120996441,0.892531876138434
primary__matched_flow_stats__random_forest__train_inner,combined,inner,4,Database,327,0.966867469879518,0.981651376146789,0.974203338391502
primary__matched_flow_stats__random_forest__train_inner,combined,inner,5,Download,651,0.857361963190184,0.858678955453149,0.858019953952417
primary__matched_flow_stats__random_forest__train_inner,combined,inner,6,Email,391,0.941176470588235,0.900255754475703,0.920261437908497
primary__matched_flow_stats__random_forest__train_inner,combined,inner,7,Network,84447,0.99921778704845,0.998377680675453,0.998797557204883
primary__matched_flow_stats__random_forest__train_inner,combined,inner,8,SocialNetwork,3883,0.951156144453105,0.942827710533093,0.946973616140714
primary__matched_flow_stats__random_forest__train_inner,combined,inner,9,SoftwareUpdate,737,0.826719576719577,0.848032564450475,0.837240455458808
primary__matched_flow_stats__random_forest__train_inner,combined,inner,10,System,1230,0.992730210016155,0.999186991869919,0.995948136142626
primary__matched_flow_stats__random_forest__train_inner,combined,inner,11,Unspecified,5680,0.976019604410992,0.98169014084507,0.978846660229966
primary__matched_flow_stats__random_forest__train_inner,combined,inner,12,VoIP,1569,0.925015752993069,0.935627788400255,0.930291508238276
primary__matched_flow_stats__random_forest__train_inner,combined,inner,13,Web,110690,0.979242336022772,0.957222874695094,0.968107414192452
